Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description,Condition
Land-Rover,Range-Rover,2017,192279,40123,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 Land-Rover Range-Rover With Sunroof, Adaptive Cruise Control, Bluetooth, Navigation System", Repainted Bumper
Mini,Cooper,2016,18051,170181,Soft Top Convertible,3,Automatic Transmission,Gasoline,Grey, Dubai,"2016 Mini Cooper With Bluetooth, Leather Seats", No Damage
Mercedes-Benz,E-Class,2024,21049,240382,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2024 Mercedes-Benz E-Class With Navigation System, Rear Camera, Leather Seats", Dented Door
Ford,Explorer,2017,75810,299825,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2017 Ford Explorer With Bluetooth, Leather Seats", No Damage
Ford,F-Series-Pickup,2017,67644,298292,Pick Up Truck,8,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2017 Ford F-Series-Pickup With Rear Camera, Leather Seats", Engine Repaired
Mercedes-Benz,C-Class,2024,302070,245891,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2024 Mercedes-Benz C-Class With Sunroof, Rear Camera, Adaptive Cruise Control, Navigation System", No Damage
Audi,S3Rs3,2019,239540,119290,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai,"2019 Audi S3Rs3 With Adaptive Cruise Control, Rear Camera, Bluetooth", No Damage
Dodge,Charger,2005,86089,281589,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 Dodge Charger With Leather Seats, Navigation System, Rear Camera", Dented Door
Jeep,Gladiator,2011,268469,217355,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai,"2011 Jeep Gladiator With Sunroof, Adaptive Cruise Control, Bluetooth", Engine Repaired
Dodge,Charger,2024,58741,67010,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2024 Dodge Charger With Bluetooth, Navigation System", Repainted Bumper
Jeep,Grand-Cherokee,2015,106241,118772,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2015 Jeep Grand-Cherokee With Bluetooth, Navigation System, Rear Camera", Engine Repaired
Nissan,Patrol,2011,142905,105474,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2011 Nissan Patrol With Sunroof, Bluetooth, Rear Camera", Engine Repaired
Lamborghini,Urus,2010,1451070,174466,SUV,8,Automatic Transmission,Gasoline,Orange, Dubai,"2010 Lamborghini Urus With Bluetooth, Sunroof", Minor Scratches
Chevrolet,Caprice,2016,26809,93532,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2016 Chevrolet Caprice With Bluetooth, Rear Camera, Leather Seats", No Damage
Ford,F-Series-Pickup,2014,160766,36914,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 Ford F-Series-Pickup With Bluetooth, Rear Camera, Adaptive Cruise Control, Leather Seats", No Damage
Toyota,Fj-Cruiser,2005,44890,130180,SUV,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2005 Toyota Fj-Cruiser With Rear Camera, Navigation System, Adaptive Cruise Control", No Damage
Bmw,7-Series,2019,227410,197600,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2019 Bmw 7-Series With Adaptive Cruise Control, Rear Camera, Navigation System, Sunroof", Minor Scratches
Bmw,7-Series,2017,173026,72404,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2017 Bmw 7-Series With Navigation System, Adaptive Cruise Control", No Damage
Nissan,Altima,2020,31331,76522,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2020 Nissan Altima With Leather Seats, Sunroof, Rear Camera", No Damage
Dodge,Challenger,2017,37389,26858,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 Dodge Challenger With Sunroof, Adaptive Cruise Control", No Damage
Porsche,Cayenne,2009,30361,65032,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 Porsche Cayenne With Bluetooth, Adaptive Cruise Control", Engine Repaired
Ford,Mustang,2024,230775,104341,Coupe,8,Automatic Transmission,Gasoline,Silver, Dubai,"2024 Ford Mustang With Adaptive Cruise Control, Navigation System", No Damage
Baic,Bj40L,2007,106330,190311,Wagon,4,Automatic Transmission,Gasoline,White, Dubai,"2007 Baic Bj40L With Adaptive Cruise Control, Bluetooth", Repainted Bumper
Bmw,5-Series,2022,44149,282715,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2022 Bmw 5-Series With Sunroof, Rear Camera, Leather Seats, Adaptive Cruise Control", Accident History
Ford,Mustang,2021,126507,131978,Sports Car,8,Automatic Transmission,Gasoline,Silver, Dubai,"2021 Ford Mustang With Bluetooth, Sunroof, Adaptive Cruise Control", Dented Door
Cadillac,Fleetwood,2007,13424,163952,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 Cadillac Fleetwood With Navigation System, Rear Camera, Leather Seats", Engine Repaired
Porsche,Cayenne,2008,98152,117104,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 Porsche Cayenne With Adaptive Cruise Control, Sunroof", Repainted Bumper
Porsche,Panamera,2022,167480,216526,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 Porsche Panamera With Sunroof, Adaptive Cruise Control", Accident History
Audi,A6,2009,48304,284104,Sedan,4,Automatic Transmission,Gasoline,Black,Abu Dhabi,"2009 Audi A6 With Sunroof, Navigation System, Adaptive Cruise Control", Repainted Bumper
Mini,Cooper,2024,96550,49894,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 Mini Cooper With Leather Seats, Navigation System, Sunroof, Adaptive Cruise Control", Repainted Bumper
Chevrolet,Caprice,2014,29063,257973,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 Chevrolet Caprice With Sunroof, Rear Camera", Accident History
Land-Rover,Range-Rover-Sport,2016,210337,76069,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 Land-Rover Range-Rover-Sport With Navigation System, Rear Camera", No Damage
Audi,Q3,2015,38276,148657,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2015 Audi Q3 With Leather Seats, Navigation System, Rear Camera", Minor Scratches
Honda,Odyssey,2009,52236,65924,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2009 Honda Odyssey With Navigation System, Rear Camera, Bluetooth, Adaptive Cruise Control", No Damage
Rolls-Royce,Wraith,2022,1545112,196902,Sedan,12,Automatic Transmission,Gasoline,Red, Dubai,"2022 Rolls-Royce Wraith With Rear Camera, Sunroof", Dented Door
Nissan,Altima,2014,49328,279463,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2014 Nissan Altima With Rear Camera, Sunroof, Adaptive Cruise Control", No Damage
Gmc,Pickup,2022,58904,82189,Other,8,Automatic Transmission,Gasoline,Beige, Dubai,"2022 Gmc Pickup With Bluetooth, Rear Camera, Sunroof", Engine Repaired
Bmw,5-Series,2018,144774,251505,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 Bmw 5-Series With Rear Camera, Navigation System, Bluetooth, Adaptive Cruise Control", Dented Door
Hyundai,Genesis,2020,109625,284813,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 Hyundai Genesis With Navigation System, Adaptive Cruise Control", Dented Door
Chevrolet,Tahoe,2013,98201,71569,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2013 Chevrolet Tahoe With Rear Camera, Sunroof, Navigation System, Bluetooth", Repainted Bumper
Toyota,Sequoia,2017,56459,193354,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 Toyota Sequoia With Leather Seats, Navigation System", Dented Door
Bmw,4-Series,2018,138472,175009,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2018 Bmw 4-Series With Bluetooth, Sunroof", Dented Door
Nissan,X-Trail,2013,45345,187034,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 Nissan X-Trail With Sunroof, Rear Camera", Repainted Bumper
Land-Rover,Range-Rover-Sport,2015,51673,65346,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 Land-Rover Range-Rover-Sport With Adaptive Cruise Control, Navigation System, Leather Seats", Dented Door
Nissan,Patrol,2010,276764,191731,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2010 Nissan Patrol With Adaptive Cruise Control, Navigation System", Minor Scratches
Chevrolet,Camaro,2013,73049,126861,Sedan,6,Manual Transmission,Gasoline,Grey, Sharjah,"2013 Chevrolet Camaro With Sunroof, Bluetooth, Leather Seats, Adaptive Cruise Control", Repainted Bumper
Bmw,X1,2012,67013,235320,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 Bmw X1 With Bluetooth, Leather Seats, Adaptive Cruise Control", No Damage
Volvo,Xc60,2020,169226,200927,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2020 Volvo Xc60 With Rear Camera, Adaptive Cruise Control", Accident History
Bmw,5-Series,2006,83459,210138,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 Bmw 5-Series With Adaptive Cruise Control, Navigation System, Leather Seats, Bluetooth", No Damage
Mercedes-Benz,E-Class,2019,55930,114014,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2019 Mercedes-Benz E-Class With Bluetooth, Navigation System, Rear Camera, Sunroof", Dented Door
Fiat,Fiat-500,2012,25952,20457,Sedan,4,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2012 Fiat Fiat-500 With Rear Camera, Sunroof", Dented Door
Toyota,Land-Cruiser-76-Series,2019,138183,188750,Pick Up Truck,6,Manual Transmission,Gasoline,Beige, Abu Dhabi,"2019 Toyota Land-Cruiser-76-Series With Adaptive Cruise Control, Sunroof, Rear Camera", Repainted Bumper
Porsche,Carrera,2011,326439,286324,Sports Car,6,Automatic Transmission,Gasoline,Grey, Dubai,"2011 Porsche Carrera With Bluetooth, Navigation System, Adaptive Cruise Control", Minor Scratches
Bmw,Z4,2012,57835,14946,Hard Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2012 Bmw Z4 With Navigation System, Adaptive Cruise Control, Leather Seats", Engine Repaired
Honda,Cr-V,2024,42549,287161,Crossover,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Honda Cr-V With Sunroof, Rear Camera", Minor Scratches
Bmw,7-Series,2022,302064,77718,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2022 Bmw 7-Series With Leather Seats, Bluetooth", Dented Door
Chevrolet,Impala,2011,50969,129761,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2011 Chevrolet Impala With Bluetooth, Leather Seats, Adaptive Cruise Control", Repainted Bumper
Jeep,Wrangler-Unlimited,2005,43803,273667,Hard Top Convertible,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 Jeep Wrangler-Unlimited With Sunroof, Navigation System, Leather Seats", Engine Repaired
Bmw,6-Series,2019,59868,238495,Sedan,6,Automatic Transmission,Gasoline,Gold, Dubai,"2019 Bmw 6-Series With Leather Seats, Rear Camera", No Damage
Mercedes-Benz,S-Class,2019,48795,118209,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah,"2019 Mercedes-Benz S-Class With Sunroof, Rear Camera, Navigation System, Bluetooth", No Damage
Ford,Edge,2023,33969,186608,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2023 Ford Edge With Sunroof, Adaptive Cruise Control, Rear Camera, Bluetooth", Repainted Bumper
Mercedes-Benz,A-Class,2006,60827,18531,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Mercedes-Benz A-Class With Adaptive Cruise Control, Rear Camera, Sunroof", No Damage
Mitsubishi,Pajero,2013,18798,119463,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2013 Mitsubishi Pajero With Sunroof, Rear Camera, Leather Seats, Bluetooth", Minor Scratches
Suzuki,Grand-Vitara,2022,45114,142912,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 Suzuki Grand-Vitara With Leather Seats, Sunroof, Rear Camera", No Damage
Jaguar,Xj-Series,2007,49530,158593,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2007 Jaguar Xj-Series With Bluetooth, Navigation System", Engine Repaired
Porsche,Carrera,2022,558984,265462,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 Porsche Carrera With Rear Camera, Leather Seats, Bluetooth, Adaptive Cruise Control", No Damage
Bmw,2-Series,2017,146519,171131,Sedan,3,Automatic Transmission,Gasoline,Black, Dubai,"2017 Bmw 2-Series With Sunroof, Navigation System, Bluetooth, Leather Seats", Minor Scratches
Jaguar,Xe,2009,91888,92073,Sedan,4,Automatic Transmission,Gasoline,Green, Dubai,"2009 Jaguar Xe With Bluetooth, Navigation System", Accident History
Lexus,Ls-Series,2008,35560,192359,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2008 Lexus Ls-Series With Leather Seats, Navigation System, Rear Camera", Engine Repaired
Nissan,Altima,2008,61219,20537,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2008 Nissan Altima With Sunroof, Leather Seats", No Damage
Audi,Q3,2016,160384,102898,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2016 Audi Q3 With Navigation System, Bluetooth", Accident History
Porsche,Carrera,2015,1145119,145376,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2015 Porsche Carrera With Rear Camera, Bluetooth, Leather Seats, Adaptive Cruise Control", No Damage
Lamborghini,Urus,2013,2105437,101471,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2013 Lamborghini Urus With Bluetooth, Sunroof", Dented Door
Toyota,Land-Cruiser-76-Series,2016,224023,10614,SUV,6,Manual Transmission,Gasoline,Red, Dubai,"2016 Toyota Land-Cruiser-76-Series With Rear Camera, Navigation System, Bluetooth, Leather Seats", Engine Repaired
Volkswagen,Passat,2016,28101,26751,Sedan,4,Automatic Transmission,Gasoline,Blue, Fujeirah,"2016 Volkswagen Passat With Leather Seats, Navigation System, Adaptive Cruise Control", Minor Scratches
Jeep,Wrangler,2022,116902,144240,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 Jeep Wrangler With Rear Camera, Leather Seats, Bluetooth, Sunroof", Minor Scratches
Mclaren,720S,2014,1745859,131685,Sports Car,8,Automatic Transmission,Gasoline,Yellow, Dubai,"2014 Mclaren 720S With Navigation System, Sunroof, Leather Seats, Bluetooth", Engine Repaired
Cadillac,Escalade,2007,516993,210062,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 Cadillac Escalade With Navigation System, Rear Camera, Adaptive Cruise Control, Bluetooth", No Damage
Nissan,Patrol,2015,182244,248843,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2015 Nissan Patrol With Bluetooth, Sunroof", Dented Door
Mercedes-Benz,Cls-Class,2018,164052,236979,Sedan,8,Automatic Transmission,Gasoline,White, Ajman,"2018 Mercedes-Benz Cls-Class With Bluetooth, Navigation System, Leather Seats, Adaptive Cruise Control", Accident History
Toyota,Camry,2009,43852,242498,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Toyota Camry With Bluetooth, Sunroof, Leather Seats", Dented Door
Alfa-Romeo,Stelvio,2010,114159,51583,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2010 Alfa-Romeo Stelvio With Sunroof, Leather Seats, Navigation System", Repainted Bumper
Mercedes-Benz,E-Class,2021,228605,182688,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2021 Mercedes-Benz E-Class With Adaptive Cruise Control, Rear Camera, Sunroof", Repainted Bumper
Toyota,Prado,2013,45294,43317,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2013 Toyota Prado With Navigation System, Rear Camera, Bluetooth", Engine Repaired
Nissan,Murano,2022,14243,20893,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2022 Nissan Murano With Bluetooth, Navigation System, Rear Camera", No Damage
Honda,Odyssey,2016,23195,206151,Sedan,4,Automatic Transmission,Gasoline,Black,Sharjah,"2016 Honda Odyssey With Sunroof, Navigation System, Adaptive Cruise Control, Rear Camera", Accident History
Cadillac,Escalade,2006,222538,172869,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 Cadillac Escalade With Adaptive Cruise Control, Leather Seats, Navigation System", No Damage
Jeep,Wrangler-Unlimited,2020,250606,49150,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 Jeep Wrangler-Unlimited With Adaptive Cruise Control, Bluetooth, Rear Camera", Repainted Bumper
Land-Rover,Defender,2015,263476,239949,SUV,4,Automatic Transmission,Diesel,Black, Dubai,"2015 Land-Rover Defender With Adaptive Cruise Control, Rear Camera, Bluetooth, Leather Seats", Repainted Bumper
Chevrolet,Impala,2008,78052,121124,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2008 Chevrolet Impala With Navigation System, Rear Camera, Leather Seats", Repainted Bumper
Audi,Q8,2009,463673,64921,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 Audi Q8 With Sunroof, Adaptive Cruise Control, Leather Seats", Dented Door
Nissan,Sunny,2009,43056,278889,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Nissan Sunny With Leather Seats, Navigation System, Bluetooth", Engine Repaired
Ford,F-Series-Pickup,2016,131395,112903,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 Ford F-Series-Pickup With Navigation System, Sunroof, Leather Seats, Bluetooth", Dented Door
Porsche,Macan,2019,201397,171894,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 Porsche Macan With Adaptive Cruise Control, Bluetooth", Repainted Bumper
Mclaren,P1,2020,14686975,120376,Sports Car,8,Automatic Transmission,Hybrid,Yellow, Dubai,"2020 Mclaren P1 With Bluetooth, Adaptive Cruise Control, Sunroof, Navigation System", No Damage
Maserati,Other,2017,1265064,276409,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2017 Maserati Other With Bluetooth, Sunroof", Dented Door
Genesis,G70,2013,80496,178806,Sedan,6,Automatic Transmission,Gasoline,Green, Ajman,"2013 Genesis G70 With Navigation System, Leather Seats, Sunroof, Bluetooth", Engine Repaired
Mitsubishi,Lancer,2021,33123,215614,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 Mitsubishi Lancer With Navigation System, Leather Seats, Bluetooth, Adaptive Cruise Control", Dented Door
Bentley,Continental-Gt,2006,290356,147509,Coupe,8,Automatic Transmission,Gasoline,Gold, Dubai,"2006 Bentley Continental-Gt With Rear Camera, Adaptive Cruise Control, Bluetooth", Engine Repaired
Bmw,1-Series,2017,28226,104001,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2017 Bmw 1-Series With Adaptive Cruise Control, Sunroof, Navigation System", Repainted Bumper
Toyota,Corolla,2013,54827,10288,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2013 Toyota Corolla With Sunroof, Adaptive Cruise Control, Rear Camera", Minor Scratches
Mercedes-Benz,S-Class,2013,190968,271998,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2013 Mercedes-Benz S-Class With Adaptive Cruise Control, Navigation System, Sunroof, Leather Seats", Accident History
Genesis,G90,2015,140387,31447,Sedan,6,Automatic Transmission,Gasoline,Grey, Ajman,"2015 Genesis G90 With Bluetooth, Navigation System", Repainted Bumper
Nissan,Patrol,2020,177364,26733,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 Nissan Patrol With Navigation System, Sunroof", Engine Repaired
Toyota,Avanza,2005,38731,213982,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Toyota Avanza With Bluetooth, Navigation System, Leather Seats", Accident History
Porsche,Macan,2024,544755,272317,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Porsche Macan With Bluetooth, Rear Camera, Sunroof, Adaptive Cruise Control", No Damage
Mazda,6,2018,18468,34753,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai,"2018 Mazda 6 With Sunroof, Navigation System, Leather Seats, Bluetooth", Engine Repaired
Bentley,Continental,2018,213043,272905,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2018 Bentley Continental With Sunroof, Bluetooth, Leather Seats, Rear Camera", Minor Scratches
